15408,1
63578,2
39263,3
60621,4
61587,5
13870,6
20184,7
62153,8
37236,9
68999,10
48778,11
49908,12
23764,13
37616,14
77765,15
14595,16
81438,17
52673,18
74599,19
80516,20
71403,21
45059,22
80292,23
57692,24
20828,25
62963,26
86463,27
79346,28
75652,29
20796,30
64905,31
50334,32
45159,33
32079,34
23888,35
41657,36
75011,37
49467,38
87722,39
16082,40
57345,41
21796,42
22377,43
35799,44
19528,45
53322,46
11288,47
19805,48
78117,49
34330,50
53890,51
49746,52
72439,53
35658,54
52260,55
87958,56
23393,57
88439,58
20746,59
53133,60
48538,61
22078,62
84692,63
42693,64
43280,65
20589,66
82420,67
35839,68
38303,69
79810,70
58929,71
35822,72
35336,73
79153,74
79969,75
68428,76
52038,77
23646,78
59506,79
51182,80
74060,81
51942,82
70199,83
31622,84
26201,85
84669,86
54550,87
11663,88
89609,89
81233,90
85473,91
73409,92
57391,93
31631,94
73377,95
45807,96
84611,97
54554,98
87569,99
44702,100
69504,101
12451,102
16269,103
79591,104
62403,105
23896,106
40207,107
89755,108
19879,109
26143,110
70354,111
14496,112
11277,113
59318,114
61007,115
32736,116
58303,117
73131,118
30367,119
16737,120
76947,121
55667,122
16677,123
74528,124
56670,125
89226,126
31661,127
77527,128
73677,129
58669,130
60677,131
62117,132
58233,133
23820,134
26315,135
47193,136
78438,137
53383,138
34765,139
80325,140
50464,141
77922,142
49506,143
10464,144
63987,145
58279,146
38407,147
32296,148
67958,149
73592,150
82031,151
36013,152
58674,153
29439,154
64988,155
81658,156
42116,157
75304,158
80009,159
50315,160
87563,161
86117,162
54276,163
58639,164
44738,165
62506,166
85747,167
68347,168
81694,169
54221,170
47303,171
19101,172
83350,173
42745,174
39586,175
77809,176
44366,177
18367,178
86385,179
22847,180
55688,181
10878,182
30603,183
40385,184
54482,185
45550,186
18581,187
32117,188
26712,189
82940,190
87437,191
37106,192
75067,193
68228,194
55872,195
18141,196
30946,197
55595,198
16599,199
88211,200
80299,201
21853,202
68018,203
39061,204
21933,205
72240,206
38318,207
69632,208
43718,209
29942,210
86489,211
14078,212
37847,213
72416,214
48644,215
30384,216
33986,217
34791,218
49327,219
